"Fecha aplicación","Año","Cod_Territorio","Nom_Territorio","Cantidad_dosis_aplicadas","fecha_corte"
"2022-03-04","2022","44","La Guajira","2.565","2023-02-28"
"2022-03-04","2022","47","Magdalena","4.776","2023-02-28"
"2022-03-04","2022","47001","Santa Marta","3.344","2023-02-28"
"2022-03-04","2022","50","Meta","2.982","2023-02-28"
"2022-03-04","2022","52","Nariño","5.480","2023-02-28"
"2022-03-04","2022","54","Norte de Santander","4.717","2023-02-28"
"2022-03-04","2022","86","Putumayo","745","2023-02-28"
"2022-03-04","2022","63","Quindío","2.227","2023-02-28"
"2022-03-04","2022","66","Risaralda","2.795","2023-02-28"
"2022-03-04","2022","88","San Andrés y Providencia","403","2023-02-28"
"2022-03-04","2022","68","Santander","4.608","2023-02-28"
"2022-03-04","2022","70","Sucre","3.427","2023-02-28"
"2022-03-04","2022","73","Tolima","4.353","2023-02-28"
"2022-03-04","2022","76","Valle del Cauca","13.535","2023-02-28"
"2022-03-04","2022","76109","Buenaventura","574","2023-02-28"
"2022-03-04","2022","97","Vaupés","60","2023-02-28"
"2022-03-04","2022","99","Vichada","281","2023-02-28"
"2022-03-04","2022","0","Privados","0","2023-02-28"
"2022-03-05","2022","91","Amazonas","91","2023-02-28"
"2022-03-05","2022","05","Antioquia","16.101","2023-02-28"
"2022-03-05","2022","81","Arauca","250","2023-02-28"
"2022-03-05","2022","08","Atlántico","2.580","2023-02-28"
"2022-03-05","2022","08001","Barranquilla","2.923","2023-02-28"
"2022-03-05","2022","11","Bogotá","27.460","2023-02-28"
"2022-03-05","2022","13","Bolívar","2.675","2023-02-28"
"2022-03-05","2022","13001","Cartagena","2.524","2023-02-28"
"2022-03-05","2022","15","Boyacá","1.788","2023-02-28"
"2022-03-05","2022","17","Caldas","1.933","2023-02-28"
"2022-03-05","2022","18","Caquetá","713","2023-02-28"
"2022-03-05","2022","85","Casanare","1.032","2023-02-28"
"2022-03-05","2022","19","Cauca","1.644","2023-02-28"
"2022-03-05","2022","20","Cesar","1.608","2023-02-28"
"2022-03-05","2022","27","Chocó","250","2023-02-28"
"2022-03-05","2022","23","Córdoba","3.755","2023-02-28"
"2022-03-05","2022","25","Cundinamarca","9.860","2023-02-28"
"2022-03-05","2022","94","Guainía","214","2023-02-28"
"2022-03-05","2022","95","Guaviare","74","2023-02-28"
"2022-03-05","2022","41","Huila","2.942","2023-02-28"
"2022-03-05","2022","44","La Guajira","1.839","2023-02-28"
"2022-03-05","2022","47","Magdalena","2.801","2023-02-28"
"2022-03-05","2022","47001","Santa Marta","788","2023-02-28"
"2022-03-05","2022","50","Meta","1.651","2023-02-28"
"2022-03-05","2022","52","Nariño","2.314","2023-02-28"
"2022-03-05","2022","54","Norte de Santander","3.712","2023-02-28"
"2022-03-05","2022","86","Putumayo","275","2023-02-28"
"2022-03-05","2022","63","Quindío","1.209","2023-02-28"
"2022-03-05","2022","66","Risaralda","2.411","2023-02-28"
"2022-03-05","2022","88","San Andrés y Providencia","304","2023-02-28"
"2022-03-05","2022","68","Santander","3.856","2023-02-28"
"2022-03-05","2022","70","Sucre","1.604","2023-02-28"
"2022-03-05","2022","73","Tolima","3.710","2023-02-28"
"2022-03-05","2022","76","Valle del Cauca","9.269","2023-02-28"
"2022-03-05","2022","76109","Buenaventura","86","2023-02-28"
"2022-03-05","2022","97","Vaupés","114","2023-02-28"
"2022-03-05","2022","99","Vichada","144","2023-02-28"
"2022-03-05","2022","0","Privados","0","2023-02-28"
"2022-03-06","2022","91","Amazonas","0","2023-02-28"
"2022-03-06","2022","05","Antioquia","5.856","2023-02-28"
"2022-03-06","2022","81","Arauca","88","2023-02-28"
"2022-03-06","2022","08","Atlántico","413","2023-02-28"
"2022-03-06","2022","08001","Barranquilla","3.037","2023-02-28"
"2022-03-06","2022","11","Bogotá","16.775","2023-02-28"
"2022-03-06","2022","13","Bolívar","961","2023-02-28"
"2022-03-06","2022","13001","Cartagena","0","2023-02-28"
"2022-03-06","2022","15","Boyacá","230","2023-02-28"
"2022-03-06","2022","17","Caldas","623","2023-02-28"
"2022-03-06","2022","18","Caquetá","314","2023-02-28"
"2022-03-06","2022","85","Casanare","135","2023-02-28"
"2022-03-06","2022","19","Cauca","331","2023-02-28"
"2022-03-06","2022","20","Cesar","110","2023-02-28"
"2022-03-06","2022","27","Chocó","32","2023-02-28"
"2022-03-06","2022","23","Córdoba","600","2023-02-28"
"2022-03-06","2022","25","Cundinamarca","1.539","2023-02-28"
"2022-03-06","2022","94","Guainía","0","2023-02-28"
"2022-03-06","2022","95","Guaviare","0","2023-02-28"
"2022-03-06","2022","41","Huila","718","2023-02-28"
"2022-03-06","2022","44","La Guajira","501","2023-02-28"
"2022-03-06","2022","47","Magdalena","774","2023-02-28"
"2022-03-06","2022","47001","Santa Marta","0","2023-02-28"
"2022-03-06","2022","50","Meta","119","2023-02-28"
"2022-03-06","2022","52","Nariño","725","2023-02-28"
"2022-03-06","2022","54","Norte de Santander","805","2023-02-28"
"2022-03-06","2022","86","Putumayo","20","2023-02-28"
"2022-03-06","2022","63","Quindío","79","2023-02-28"
"2022-03-06","2022","66","Risaralda","120","2023-02-28"
"2022-03-06","2022","88","San Andrés y Providencia","7","2023-02-28"
"2022-03-06","2022","68","Santander","1.854","2023-02-28"
"2022-03-06","2022","70","Sucre","810","2023-02-28"
"2022-03-06","2022","73","Tolima","1.057","2023-02-28"
"2022-03-06","2022","76","Valle del Cauca","4.207","2023-02-28"
"2022-03-06","2022","76109","Buenaventura","9","2023-02-28"
"2022-03-06","2022","97","Vaupés","11","2023-02-28"
"2022-03-06","2022","99","Vichada","18","2023-02-28"
"2022-03-06","2022","0","Privados","0","2023-02-28"
"2022-03-07","2022","91","Amazonas","190","2023-02-28"
"2022-03-07","2022","05","Antioquia","18.050","2023-02-28"
"2022-03-07","2022","81","Arauca","677","2023-02-28"
"2022-03-07","2022","08","Atlántico","3.639","2023-02-28"
"2022-03-07","2022","08001","Barranquilla","3.669","2023-02-28"
"2022-03-07","2022","11","Bogotá","16.773","2023-02-28"
"2022-03-07","2022","13","Bolívar","2.031","2023-02-28"
"2022-03-07","2022","13001","Cartagena","2.408","2023-02-28"
"2022-03-07","2022","15","Boyacá","3.490","2023-02-28"
"2022-03-07","2022","17","Caldas","2.414","2023-02-28"
"2022-03-07","2022","18","Caquetá","565","2023-02-28"
"2022-03-07","2022","85","Casanare","2.067","2023-02-28"
"2022-03-07","2022","19","Cauca","1.734","2023-02-28"
"2022-03-07","2022","20","Cesar","2.857","2023-02-28"
"2022-03-07","2022","27","Chocó","484","2023-02-28"
"2022-03-07","2022","23","Córdoba","4.605","2023-02-28"
"2022-03-07","2022","25","Cundinamarca","8.244","2023-02-28"
"2022-03-07","2022","94","Guainía","347","2023-02-28"
"2022-03-07","2022","95","Guaviare","259","2023-02-28"
"2022-03-07","2022","41","Huila","2.182","2023-02-28"
"2022-03-07","2022","44","La Guajira","2.887","2023-02-28"
"2022-03-07","2022","47","Magdalena","2.621","2023-02-28"
"2022-03-07","2022","47001","Santa Marta","2.221","2023-02-28"
"2022-03-07","2022","50","Meta","2.381","2023-02-28"
"2022-03-07","2022","52","Nariño","2.413","2023-02-28"
"2022-03-07","2022","54","Norte de Santander","4.152","2023-02-28"
"2022-03-07","2022","86","Putumayo","728","2023-02-28"
"2022-03-07","2022","63","Quindío","1.926","2023-02-28"
"2022-03-07","2022","66","Risaralda","1.324","2023-02-28"
"2022-03-07","2022","88","San Andrés y Providencia","509","2023-02-28"
"2022-03-07","2022","68","Santander","4.065","2023-02-28"
"2022-03-07","2022","70","Sucre","3.982","2023-02-28"
"2022-03-07","2022","73","Tolima","4.822","2023-02-28"
"2022-03-07","2022","76","Valle del Cauca","12.723","2023-02-28"
"2022-03-07","2022","76109","Buenaventura","483","2023-02-28"
"2022-03-07","2022","97","Vaupés","208","2023-02-28"
"2022-03-07","2022","99","Vichada","195","2023-02-28"
"2022-03-07","2022","0","Privados","0","2023-02-28"
"2022-03-08","2022","91","Amazonas","576","2023-02-28"
"2022-03-08","2022","05","Antioquia","19.198","2023-02-28"
"2022-03-08","2022","81","Arauca","526","2023-02-28"
"2022-03-08","2022","08","Atlántico","3.155","2023-02-28"
"2022-03-08","2022","08001","Barranquilla","2.956","2023-02-28"
"2022-03-08","2022","11","Bogotá","15.381","2023-02-28"
"2022-03-08","2022","13","Bolívar","2.742","2023-02-28"
"2022-03-08","2022","13001","Cartagena","2.668","2023-02-28"
"2022-03-08","2022","15","Boyacá","5.292","2023-02-28"
"2022-03-08","2022","17","Caldas","3.111","2023-02-28"
"2022-03-08","2022","18","Caquetá","576","2023-02-28"
"2022-03-08","2022","85","Casanare","1.050","2023-02-28"
"2022-03-08","2022","19","Cauca","1.360","2023-02-28"
"2022-03-08","2022","20","Cesar","2.635","2023-02-28"
"2022-03-08","2022","27","Chocó","605","2023-02-28"
"2022-03-08","2022","23","Córdoba","4.263","2023-02-28"
"2022-03-08","2022","25","Cundinamarca","10.658","2023-02-28"
"2022-03-08","2022","94","Guainía","151","2023-02-28"
"2022-03-08","2022","95","Guaviare","163","2023-02-28"
"2022-03-08","2022","41","Huila","2.845","2023-02-28"
"2022-03-08","2022","44","La Guajira","2.501","2023-02-28"
"2022-03-08","2022","47","Magdalena","3.085","2023-02-28"
"2022-03-08","2022","47001","Santa Marta","2.001","2023-02-28"
"2022-03-08","2022","50","Meta","2.296","2023-02-28"
"2022-03-08","2022","52","Nariño","2.941","2023-02-28"
"2022-03-08","2022","54","Norte de Santander","3.935","2023-02-28"
"2022-03-08","2022","86","Putumayo","499","2023-02-28"
"2022-03-08","2022","63","Quindío","1.754","2023-02-28"
"2022-03-08","2022","66","Risaralda","2.254","2023-02-28"
"2022-03-08","2022","88","San Andrés y Providencia","606","2023-02-28"
"2022-03-08","2022","68","Santander","2.900","2023-02-28"
"2022-03-08","2022","70","Sucre","2.440","2023-02-28"
"2022-03-08","2022","73","Tolima","5.277","2023-02-28"
"2022-03-08","2022","76","Valle del Cauca","12.233","2023-02-28"
"2022-03-08","2022","76109","Buenaventura","266","2023-02-28"
"2022-03-08","2022","97","Vaupés","44","2023-02-28"
"2022-03-08","2022","99","Vichada","137","2023-02-28"
"2022-03-08","2022","0","Privados","0","2023-02-28"
"2022-03-09","2022","91","Amazonas","479","2023-02-28"
"2022-03-09","2022","05","Antioquia","17.136","2023-02-28"
"2022-03-09","2022","81","Arauca","733","2023-02-28"
"2022-03-09","2022","08","Atlántico","3.663","2023-02-28"
"2022-03-09","2022","08001","Barranquilla","3.724","2023-02-28"
"2022-03-09","2022","11","Bogotá","17.705","2023-02-28"
"2022-03-09","2022","13","Bolívar","2.390","2023-02-28"
"2022-03-09","2022","13001","Cartagena","2.129","2023-02-28"
"2022-03-09","2022","15","Boyacá","3.755","2023-02-28"
"2022-03-09","2022","17","Caldas","2.256","2023-02-28"
"2022-03-09","2022","18","Caquetá","479","2023-02-28"
"2022-03-09","2022","85","Casanare","1.116","2023-02-28"
"2022-03-09","2022","19","Cauca","1.917","2023-02-28"
"2022-03-09","2022","20","Cesar","3.347","2023-02-28"
"2022-03-09","2022","27","Chocó","624","2023-02-28"
"2022-03-09","2022","23","Córdoba","4.930","2023-02-28"
"2022-03-09","2022","25","Cundinamarca","15.110","2023-02-28"
"2022-03-09","2022","94","Guainía","46","2023-02-28"
"2022-03-09","2022","95","Guaviare","455","2023-02-28"
"2022-03-09","2022","41","Huila","2.719","2023-02-28"
"2022-03-09","2022","44","La Guajira","3.255","2023-02-28"
"2022-03-09","2022","47","Magdalena","3.038","2023-02-28"
"2022-03-09","2022","47001","Santa Marta","1.373","2023-02-28"
"2022-03-09","2022","50","Meta","2.361","2023-02-28"
"2022-03-09","2022","52","Nariño","3.302","2023-02-28"
"2022-03-09","2022","54","Norte de Santander","3.814","2023-02-28"
"2022-03-09","2022","86","Putumayo","606","2023-02-28"
"2022-03-09","2022","63","Quindío","1.515","2023-02-28"
"2022-03-09","2022","66","Risaralda","2.967","2023-02-28"
"2022-03-09","2022","88","San Andrés y Providencia","171","2023-02-28"
"2022-03-09","2022","68","Santander","4.209","2023-02-28"
"2022-03-09","2022","70","Sucre","4.209","2023-02-28"
"2022-03-09","2022","73","Tolima","4.771","2023-02-28"
"2022-03-09","2022","76","Valle del Cauca","12.721","2023-02-28"
"2022-03-09","2022","76109","Buenaventura","1.071","2023-02-28"
"2022-03-09","2022","97","Vaupés","12","2023-02-28"
"2022-03-09","2022","99","Vichada","219","2023-02-28"
"2022-03-09","2022","0","Privados","0","2023-02-28"
"2022-03-10","2022","91","Amazonas","160","2023-02-28"
"2022-03-10","2022","05","Antioquia","21.997","2023-02-28"
"2022-03-10","2022","81","Arauca","768","2023-02-28"
"2022-03-10","2022","08","Atlántico","3.605","2023-02-28"
"2022-03-10","2022","08001","Barranquilla","3.322","2023-02-28"
"2022-03-10","2022","11","Bogotá","16.053","2023-02-28"
"2022-03-10","2022","13","Bolívar","2.734","2023-02-28"
"2022-03-10","2022","13001","Cartagena","3.053","2023-02-28"
"2022-03-10","2022","15","Boyacá","2.439","2023-02-28"
"2022-03-10","2022","17","Caldas","3.228","2023-02-28"
"2022-03-10","2022","18","Caquetá","649","2023-02-28"
"2022-03-10","2022","85","Casanare","847","2023-02-28"
"2022-03-10","2022","19","Cauca","1.789","2023-02-28"
"2022-03-10","2022","20","Cesar","2.918","2023-02-28"
"2022-03-10","2022","27","Chocó","1.024","2023-02-28"
"2022-03-10","2022","23","Córdoba","4.442","2023-02-28"
"2022-03-10","2022","25","Cundinamarca","8.423","2023-02-28"
"2022-03-10","2022","94","Guainía","23","2023-02-28"
"2022-03-10","2022","95","Guaviare","180","2023-02-28"
"2022-03-10","2022","41","Huila","2.465","2023-02-28"
"2022-03-10","2022","44","La Guajira","3.183","2023-02-28"
"2022-03-10","2022","47","Magdalena","2.405","2023-02-28"
"2022-03-10","2022","47001","Santa Marta","1.630","2023-02-28"
"2022-03-10","2022","50","Meta","2.148","2023-02-28"
"2022-03-10","2022","52","Nariño","14.403","2023-02-28"
"2022-03-10","2022","54","Norte de Santander","4.093","2023-02-28"
"2022-03-10","2022","86","Putumayo","614","2023-02-28"
"2022-03-10","2022","63","Quindío","2.190","2023-02-28"
"2022-03-10","2022","66","Risaralda","2.442","2023-02-28"
"2022-03-10","2022","88","San Andrés y Providencia","189","2023-02-28"
"2022-03-10","2022","68","Santander","3.591","2023-02-28"
"2022-03-10","2022","70","Sucre","3.742","2023-02-28"
"2022-03-10","2022","73","Tolima","3.980","2023-02-28"
"2022-03-10","2022","76","Valle del Cauca","18.296","2023-02-28"
"2022-03-10","2022","76109","Buenaventura","628","2023-02-28"
"2022-03-10","2022","97","Vaupés","154","2023-02-28"
"2022-03-10","2022","99","Vichada","175","2023-02-28"
"2022-03-10","2022","0","Privados","0","2023-02-28"
"2022-03-11","2022","91","Amazonas","112","2023-02-28"
"2022-03-11","2022","05","Antioquia","22.205","2023-02-28"
"2022-03-11","2022","81","Arauca","552","2023-02-28"
"2022-03-11","2022","08","Atlántico","3.223","2023-02-28"
"2022-03-11","2022","08001","Barranquilla","3.421","2023-02-28"
"2022-03-11","2022","11","Bogotá","24.786","2023-02-28"
"2022-03-11","2022","13","Bolívar","2.969","2023-02-28"
"2022-03-11","2022","13001","Cartagena","2.789","2023-02-28"
"2022-03-11","2022","15","Boyacá","2.758","2023-02-28"
"2022-03-11","2022","17","Caldas","2.880","2023-02-28"
"2022-03-11","2022","18","Caquetá","539","2023-02-28"
"2022-03-11","2022","85","Casanare","1.447","2023-02-28"
"2022-03-11","2022","19","Cauca","1.893","2023-02-28"
"2022-03-11","2022","20","Cesar","2.786","2023-02-28"
"2022-03-11","2022","27","Chocó","803","2023-02-28"
"2022-03-11","2022","23","Córdoba","4.394","2023-02-28"
"2022-03-11","2022","25","Cundinamarca","2.071","2023-02-28"
"2022-03-11","2022","94","Guainía","40","2023-02-28"
"2022-03-11","2022","95","Guaviare","175","2023-02-28"
"2022-03-11","2022","41","Huila","3.140","2023-02-28"
"2022-03-11","2022","44","La Guajira","2.957","2023-02-28"
"2022-03-11","2022","47","Magdalena","2.290","2023-02-28"
"2022-03-11","2022","47001","Santa Marta","1.446","2023-02-28"
"2022-03-11","2022","50","Meta","1.900","2023-02-28"
"2022-03-11","2022","52","Nariño","3.777","2023-02-28"
"2022-03-11","2022","54","Norte de Santander","4.542","2023-02-28"
"2022-03-11","2022","86","Putumayo","587","2023-02-28"
"2022-03-11","2022","63","Quindío","610","2023-02-28"
"2022-03-11","2022","66","Risaralda","2.331","2023-02-28"
"2022-03-11","2022","88","San Andrés y Providencia","143","2023-02-28"
"2022-03-11","2022","68","Santander","4.100","2023-02-28"
"2022-03-11","2022","70","Sucre","3.095","2023-02-28"
"2022-03-11","2022","73","Tolima","3.416","2023-02-28"
"2022-03-11","2022","76","Valle del Cauca","13.180","2023-02-28"
"2022-03-11","2022","76109","Buenaventura","302","2023-02-28"
"2022-03-11","2022","97","Vaupés","65","2023-02-28"
"2022-03-11","2022","99","Vichada","122","2023-02-28"
"2022-03-11","2022","0","Privados","0","2023-02-28"
"2022-03-12","2022","91","Amazonas","29","2023-02-28"
"2022-03-12","2022","05","Antioquia","16.224","2023-02-28"
"2022-03-12","2022","81","Arauca","512","2023-02-28"
"2022-03-12","2022","08","Atlántico","2.226","2023-02-28"
"2022-03-12","2022","08001","Barranquilla","3.356","2023-02-28"
"2022-03-12","2022","11","Bogotá","21.815","2023-02-28"
"2022-03-12","2022","13","Bolívar","2.613","2023-02-28"
"2022-03-12","2022","13001","Cartagena","1.494","2023-02-28"
"2022-03-12","2022","15","Boyacá","856","2023-02-28"
"2022-03-12","2022","17","Caldas","2.242","2023-02-28"
"2022-03-12","2022","18","Caquetá","547","2023-02-28"
"2022-03-12","2022","85","Casanare","842","2023-02-28"
"2022-03-12","2022","19","Cauca","1.560","2023-02-28"
"2022-03-12","2022","20","Cesar","1.291","2023-02-28"
"2022-03-12","2022","27","Chocó","119","2023-02-28"
"2022-03-12","2022","23","Córdoba","2.373","2023-02-28"
"2022-03-12","2022","25","Cundinamarca","6.378","2023-02-28"
"2022-03-12","2022","94","Guainía","26","2023-02-28"
"2022-03-12","2022","95","Guaviare","21","2023-02-28"
"2022-03-12","2022","41","Huila","2.019","2023-02-28"
"2022-03-12","2022","44","La Guajira","1.785","2023-02-28"
"2022-03-12","2022","47","Magdalena","393","2023-02-28"
"2022-03-12","2022","47001","Santa Marta","0","2023-02-28"
"2022-03-12","2022","50","Meta","1.992","2023-02-28"
"2022-03-12","2022","52","Nariño","1.972","2023-02-28"
"2022-03-12","2022","54","Norte de Santander","2.834","2023-02-28"
"2022-03-12","2022","86","Putumayo","183","2023-02-28"
"2022-03-12","2022","63","Quindío","2.025","2023-02-28"
"2022-03-12","2022","66","Risaralda","1.820","2023-02-28"
"2022-03-12","2022","88","San Andrés y Providencia","310","2023-02-28"
"2022-03-12","2022","68","Santander","2.840","2023-02-28"
"2022-03-12","2022","70","Sucre","1.575","2023-02-28"
"2022-03-12","2022","73","Tolima","3.147","2023-02-28"
"2022-03-12","2022","76","Valle del Cauca","9.191","2023-02-28"
"2022-03-12","2022","76109","Buenaventura","52","2023-02-28"
"2022-03-12","2022","97","Vaupés","204","2023-02-28"
"2022-03-12","2022","99","Vichada","0","2023-02-28"
"2022-03-12","2022","0","Privados","0","2023-02-28"
"2022-03-13","2022","91","Amazonas","2","2023-02-28"
"2022-03-13","2022","05","Antioquia","15.498","2023-02-28"
"2022-03-13","2022","81","Arauca","226","2023-02-28"
"2022-03-13","2022","08","Atlántico","529","2023-02-28"
"2022-03-13","2022","08001","Barranquilla","1.163","2023-02-28"
"2022-03-13","2022","11","Bogotá","14.437","2023-02-28"
"2022-03-13","2022","13","Bolívar","123","2023-02-28"
"2022-03-13","2022","13001","Cartagena","0","2023-02-28"
"2022-03-13","2022","15","Boyacá","124","2023-02-28"
"2022-03-13","2022","17","Caldas","603","2023-02-28"
"2022-03-13","2022","18","Caquetá","228","2023-02-28"
"2022-03-13","2022","85","Casanare","377","2023-02-28"
"2022-03-13","2022","19","Cauca","290","2023-02-28"
"2022-03-13","2022","20","Cesar","433","2023-02-28"
"2022-03-13","2022","27","Chocó","48","2023-02-28"
"2022-03-13","2022","23","Córdoba","1.093","2023-02-28"
"2022-03-13","2022","25","Cundinamarca","10.694","2023-02-28"
"2022-03-13","2022","94","Guainía","7","2023-02-28"
"2022-03-13","2022","95","Guaviare","21","2023-02-28"
"2022-03-13","2022","41","Huila","1.044","2023-02-28"
"2022-03-13","2022","44","La Guajira","350","2023-02-28"
"2022-03-13","2022","47","Magdalena","0","2023-02-28"
"2022-03-13","2022","47001","Santa Marta","0","2023-02-28"
"2022-03-13","2022","50","Meta","0","2023-02-28"
"2022-03-13","2022","52","Nariño","133","2023-02-28"
"2022-03-13","2022","54","Norte de Santander","418","2023-02-28"
"2022-03-13","2022","86","Putumayo","145","2023-02-28"
"2022-03-13","2022","63","Quindío","434","2023-02-28"
"2022-03-13","2022","66","Risaralda","846","2023-02-28"
"2022-03-13","2022","88","San Andrés y Providencia","0","2023-02-28"
"2022-03-13","2022","68","Santander","1.401","2023-02-28"
"2022-03-13","2022","70","Sucre","502","2023-02-28"
"2022-03-13","2022","73","Tolima","777","2023-02-28"
"2022-03-13","2022","76","Valle del Cauca","3.449","2023-02-28"
"2022-03-13","2022","76109","Buenaventura","31","2023-02-28"
"2022-03-13","2022","97","Vaupés","56","2023-02-28"
"2022-03-13","2022","99","Vichada","0","2023-02-28"
"2022-03-13","2022","0","Privados","0","2023-02-28"
"2022-03-14","2022","91","Amazonas","2.726","2023-02-28"
"2022-03-14","2022","05","Antioquia","13.546","2023-02-28"
"2022-03-14","2022","81","Arauca","596","2023-02-28"
"2022-03-14","2022","08","Atlántico","2.823","2023-02-28"
"2022-03-14","2022","08001","Barranquilla","2.396","2023-02-28"
"2022-03-14","2022","11","Bogotá","13.765","2023-02-28"
"2022-03-14","2022","13","Bolívar","1.726","2023-02-28"
"2022-03-14","2022","13001","Cartagena","1.710","2023-02-28"
"2022-03-14","2022","15","Boyacá","2.061","2023-02-28"
"2022-03-14","2022","17","Caldas","2.989","2023-02-28"
"2022-03-14","2022","18","Caquetá","457","2023-02-28"
"2022-03-14","2022","85","Casanare","1.319","2023-02-28"
"2022-03-14","2022","19","Cauca","1.901","2023-02-28"
"2022-03-14","2022","20","Cesar","2.350","2023-02-28"
"2022-03-14","2022","27","Chocó","332","2023-02-28"
"2022-03-14","2022","23","Córdoba","3.769","2023-02-28"
"2022-03-14","2022","25","Cundinamarca","15.132","2023-02-28"
"2022-03-14","2022","94","Guainía","13","2023-02-28"
"2022-03-14","2022","95","Guaviare","130","2023-02-28"
"2022-03-14","2022","41","Huila","1.654","2023-02-28"
"2022-03-14","2022","44","La Guajira","2.597","2023-02-28"
"2022-03-14","2022","47","Magdalena","1.356","2023-02-28"
"2022-03-14","2022","47001","Santa Marta","2.213","2023-02-28"
"2022-03-14","2022","50","Meta","2.056","2023-02-28"
"2022-03-14","2022","52","Nariño","2.534","2023-02-28"
"2022-03-14","2022","54","Norte de Santander","3.044","2023-02-28"
"2022-03-14","2022","86","Putumayo","412","2023-02-28"
"2022-03-14","2022","63","Quindío","1.636","2023-02-28"
"2022-03-14","2022","66","Risaralda","2.250","2023-02-28"
"2022-03-14","2022","88","San Andrés y Providencia","56","2023-02-28"
"2022-03-14","2022","68","Santander","3.287","2023-02-28"
"2022-03-14","2022","70","Sucre","1.655","2023-02-28"
"2022-03-14","2022","73","Tolima","4.302","2023-02-28"
"2022-03-14","2022","76","Valle del Cauca","15.885","2023-02-28"
"2022-03-14","2022","76109","Buenaventura","971","2023-02-28"
"2022-03-14","2022","97","Vaupés","69","2023-02-28"
"2022-03-14","2022","99","Vichada","54","2023-02-28"
"2022-03-14","2022","0","Privados","0","2023-02-28"
"2022-03-15","2022","91","Amazonas","108","2023-02-28"
"2022-03-15","2022","05","Antioquia","15.920","2023-02-28"
"2022-03-15","2022","81","Arauca","598","2023-02-28"
"2022-03-15","2022","08","Atlántico","2.698","2023-02-28"
"2022-03-15","2022","08001","Barranquilla","2.506","2023-02-28"
"2022-03-15","2022","11","Bogotá","14.646","2023-02-28"
"2022-03-15","2022","13","Bolívar","2.824","2023-02-28"
"2022-03-15","2022","13001","Cartagena","2.127","2023-02-28"
"2022-03-15","2022","15","Boyacá","2.375","2023-02-28"
"2022-03-15","2022","17","Caldas","1.568","2023-02-28"
"2022-03-15","2022","18","Caquetá","461","2023-02-28"
"2022-03-15","2022","85","Casanare","2.965","2023-02-28"
"2022-03-15","2022","19","Cauca","1.655","2023-02-28"
"2022-03-15","2022","20","Cesar","2.030","2023-02-28"
"2022-03-15","2022","27","Chocó","561","2023-02-28"
"2022-03-15","2022","23","Córdoba","4.327","2023-02-28"
"2022-03-15","2022","25","Cundinamarca","6.878","2023-02-28"
"2022-03-15","2022","94","Guainía","20","2023-02-28"
"2022-03-15","2022","95","Guaviare","80","2023-02-28"
"2022-03-15","2022","41","Huila","1.636","2023-02-28"
"2022-03-15","2022","44","La Guajira","3.652","2023-02-28"
"2022-03-15","2022","47","Magdalena","2.341","2023-02-28"
"2022-03-15","2022","47001","Santa Marta","1.490","2023-02-28"
"2022-03-15","2022","50","Meta","1.835","2023-02-28"
"2022-03-15","2022","52","Nariño","3.292","2023-02-28"
"2022-03-15","2022","54","Norte de Santander","4.163","2023-02-28"
"2022-03-15","2022","86","Putumayo","481","2023-02-28"
"2022-03-15","2022","63","Quindío","1.825","2023-02-28"
"2022-03-15","2022","66","Risaralda","2.401","2023-02-28"
"2022-03-15","2022","88","San Andrés y Providencia","109","2023-02-28"
"2022-03-15","2022","68","Santander","3.845","2023-02-28"
"2022-03-15","2022","70","Sucre","0","2023-02-28"
"2022-03-15","2022","73","Tolima","3.421","2023-02-28"
"2022-03-15","2022","76","Valle del Cauca","11.313","2023-02-28"
"2022-03-15","2022","76109","Buenaventura","456","2023-02-28"
"2022-03-15","2022","97","Vaupés","0","2023-02-28"
"2022-03-15","2022","99","Vichada","100","2023-02-28"
"2022-03-15","2022","0","Privados","0","2023-02-28"
"2022-03-16","2022","91","Amazonas","114","2023-02-28"
"2022-03-16","2022","05","Antioquia","15.158","2023-02-28"
"2022-03-16","2022","81","Arauca","687","2023-02-28"
"2022-03-16","2022","08","Atlántico","3.859","2023-02-28"
"2022-03-16","2022","08001","Barranquilla","3.680","2023-02-28"
"2022-03-16","2022","11","Bogotá","18.277","2023-02-28"
"2022-03-16","2022","13","Bolívar","2.553","2023-02-28"
"2022-03-16","2022","13001","Cartagena","3.421","2023-02-28"
"2022-03-16","2022","15","Boyacá","2.058","2023-02-28"
"2022-03-16","2022","17","Caldas","2.428","2023-02-28"
"2022-03-16","2022","18","Caquetá","405","2023-02-28"
"2022-03-16","2022","85","Casanare","951","2023-02-28"
"2022-03-16","2022","19","Cauca","1.898","2023-02-28"
"2022-03-16","2022","20","Cesar","3.366","2023-02-28"
"2022-03-16","2022","27","Chocó","950","2023-02-28"
"2022-03-16","2022","23","Córdoba","2.948","2023-02-28"
"2022-03-16","2022","25","Cundinamarca","9.913","2023-02-28"
"2022-03-16","2022","94","Guainía","25","2023-02-28"
"2022-03-16","2022","95","Guaviare","135","2023-02-28"
"2022-03-16","2022","41","Huila","1.920","2023-02-28"
"2022-03-16","2022","44","La Guajira","5.122","2023-02-28"
"2022-03-16","2022","47","Magdalena","2.742","2023-02-28"
"2022-03-16","2022","47001","Santa Marta","1.435","2023-02-28"
"2022-03-16","2022","50","Meta","0","2023-02-28"
"2022-03-16","2022","52","Nariño","3.178","2023-02-28"
"2022-03-16","2022","54","Norte de Santander","5.007","2023-02-28"
